# ##### ##### ##### ##### ##### ##### ##### ##### ##### ##### ##### ##### #####
# Special item defs
@item - -2
    effect          ET_ON_USE 100 EFFECT_ADJ_ENERGY 5 15
    effect          ET_ON_USE 25 EFFECT_MUTATE 1 0

@item ITM_POTION_GREATER_HEALING 17
    glyph           !
    name            potion_of_restoration
    colour          255 0 0
    type            IT_CONSUMABLE
    maxCharges      1
    effect          ET_ON_USE 100 EFFECT_HEALING 15 30
    effect          ET_ON_USE 12 EFFECT_MUTATE 1 0

@item ITM_POTION_RAGE 10
    glyph           !
    name            potion_of_rage
    colour          255 127 127
    type            IT_CONSUMABLE
    maxCharges      1
    effect          ET_ON_USE 100 EFFECT_APPLY_STATUS STATUS_RAGE 0

@item ITM_POTION_HASTE 22
    glyph           !
    name            potion_of_haste
    colour          127 255 127
    type            IT_CONSUMABLE
    maxCharges      1
    effect          ET_ON_USE 100 EFFECT_APPLY_STATUS STATUS_HASTE 0

@item ITM_POTION_PURITY 15
    glyph           !
    name            potion_of_purity
    colour          127 127 127
    type            IT_CONSUMABLE
    maxCharges      1
    effect          ET_ON_USE 100 EFFECT_PURIFY 1 0

@item ITM_POTION_LESSER_REGEN 9
    glyph           !
    name            potion_of_regeneration
    colour          255 0 0
    type            IT_CONSUMABLE
    maxCharges      1
    effect          ET_ON_USE 100 EFFECT_APPLY_STATUS STATUS_LESSER_REGEN 0

@item ITM_POTION_LESSER_MUTATION 3
    glyph           !
    name            potion_of_mutation
    colour          127 127 255
    maxCharges      1
    type            IT_CONSUMABLE
    effect          ET_ON_USE 100 EFFECT_MUTATE 1 0
    effect          ET_ON_USE 50 EFFECT_MUTATE 1 0
    effect          ET_ON_USE 25 EFFECT_MUTATE 1 0
    effect          ET_ON_USE 12 EFFECT_MUTATE 1 0

@item ITM_TALIS_EVASION 4
    glyph           "
    name            talisman_of_evasion
    colour          63 63 127
    type            IT_TALISMAN
    effect          ET_BOOST 100 STAT_EVASION 2 0

@item ITM_TALIS_HEALTH 5
    glyph           "
    name            talisman_of_health
    colour          63 127 63
    type            IT_TALISMAN
    effect          ET_BOOST 100 STAT_HEALTH 10 0

@item ITM_TALIS_ENERGY 8
    glyph           "
    name            talisman_of_energy
    colour          63 63 127
    type            IT_TALISMAN
    effect          ET_BOOST 100 STAT_ENERGY 5 0

@item ITM_TALIS_ACCURACY 19
    glyph           "
    name            talisman_of_accuracy
    colour          63 63 127
    type            IT_TALISMAN
    effect          ET_BOOST 100 STAT_ACCURACY 2 0

@item ITM_TALIS_UNBURDENING 20
    glyph           "
    name            talisman_of_unburdening
    colour          63 63 127
    type            IT_TALISMAN
    effect          ET_BOOST 100 STAT_BULK_MAX 2 0

@item ITM_TALIS_HARMING 21
    glyph           "
    name            talisman_of_harming
    colour          63 63 127
    type            IT_TALISMAN
    effect          ET_BOOST 100 STAT_DAMAGE_BONUS 2 0

@item ITM_WAND_HEALING 7
    glyph           \
    name            wand_of_healing
    colour          255 127 127
    maxCharges      25
    chargesName     charges
    type            IT_CONSUMABLE
    effect          ET_ON_USE 100 EFFECT_HEALING 2 12
