    base_toughness  2
    item            1 33 ITM_SWORD
    item            1 33 ITM_DAGGER
    mutation        0 100 MUT_BAT_WINGS
    mutation        0 100 MUT_TALONS
    mutation        3 33 MUT_FUR
    mutation        3 33 MUT_SCALES
    mutation        4 30 MUT_WHIP_TAIL
    mutation        4 30 MUT_DECORATIVE_TAIL
    mutation        4 30 MUT_BASHING_TAIL
    mutation        5 33 MUT_GORING_HORNS
    mutation        5 33 MUT_DECORATIVE_HORNS
    mutation        5 99 MUT_RAMMING_HORNS

